time_stamp,station_id,wind_speed
2025-08-26,S108,6.9
2025-08-26,S109,4.8
2025-08-26,S44,8.2
2025-08-26,S106,2.7
2025-08-26,S117,8.4
2025-08-26,S43,6.5
2025-08-26,S107,12.5
2025-08-26,S104,5.9
2025-08-26,S115,5.3
2025-08-26,S121,6.0
2025-08-26,S60,4.8
2025-08-26,S50,5.5
